trial,oracle_inference,schedulability_check,feature_aggregation,kzg_commitment,PROMOTE_RTT,AppendEntries_quorum,total_response
22,0.001,0.25919810198089277,0.6093192981831065,1.2509258531824445,7.8945602307872775,5.1960583251536585,15.21106180928738
23,0.32663029444436936,0.5435201218438948,0.9826030036400422,0.5724255621113737,5.862988335417701,3.621160646647354,11.909327964104735
24,0.7253736616652797,0.5686181169402017,0.651102951922581,1.4251656702852784,4.3210708086600444,9.31697102963288,17.008302239106264
25,0.22701984207531545,0.49900692634682975,0.8405205938612026,0.5893734130461039,5.0374307550061435,12.782106450966772,19.975457981302366
26,0.001,0.001,1.3463389439739348,2.1251127625413626,7.659034742611707,8.711222513836109,19.843708962963113
27,0.6772241265242629,0.6553804035772177,1.2894643390422749,1.067128644407904,6.734034716229278,9.495517722590328,19.918749952371265
28,0.001,0.5262715835840504,0.9307008704652618,1.2903140196182583,5.582675175440418,12.78513893529291,21.116100584400897
29,0.001,0.509984080304669,0.9504429502946822,1.4328122439398157,5.125231755023518,9.322866756018705,17.34233778558139
30,0.8373205715840651,0.6486566773405639,0.7090333547327028,1.4151982202549291,4.426540161997575,17.08725676064122,25.124005746551056
31,0.001,0.5527829770031459,1.1821384806386703,1.111136080109119,6.535328506279784,10.765174365323018,20.147560409353737
32,0.5045726063601192,0.6502793280915932,0.9923384856727282,1.761002257747268,3.69809265253996,4.511522658707142,12.117807989118809
33,0.2491849836319862,0.387435332516495,1.1766504831245335,1.5168472411769813,1.8581989613858867,13.004964249799059,18.193281251634943
34,0.03003767052643249,0.24845265581561687,1.7722069569891237,1.6927191904767716,6.28709324907111,9.37621996025668,19.406729683135737
35,0.001,0.6542438724230687,1.3450264001517258,1.7941976856434068,7.89592950856461,10.009925724023153,21.700323190805964
36,0.001,0.44241279742617895,0.9210599151258952,1.4052730031694805,7.237603427389322,10.399328797181855,20.40667794029273
37,0.4999515500631763,0.40832494371635963,0.6057743931186594,1.7634790705073586,6.91085171780946,11.573893111036762,21.762274786251776
38,0.7728724146047328,0.5275597562619496,1.0807777735173107,1.8492055632469384,5.8996737007574325,14.579997066949783,24.71008627533815
39,0.0627507774224474,0.5589357255741545,1.0548966440549281,1.152115201946038,2.6611280332119884,11.033332892987724,16.52315927519728
40,0.001,0.2861326839582934,0.7728227479582856,1.8074632525197467,2.9241290701446676,6.921890994049727,12.71343874863072
41,0.001,0.5534237895441737,0.9979221629309061,1.7006141180619154,2.3465434143812303,13.323304499972519,18.922807984890746
42,0.2023585398772157,0.29200317875190085,1.2251353587419371,1.8762258865564856,1.0979296226923272,6.093461479413046,10.787114066032911
43,0.17211475333588003,0.6356356640157712,0.8243411855943791,1.1365307507498608,1.0163235777572708,12.914868945958604,16.699814877411765
44,0.7729813664471399,0.5204610279280564,1.0980258333292263,1.9545849578569856,6.648487871535938,11.736869531334515,22.731410588431864
45,0.001,0.3754282635695828,1.0405870079288635,1.8375610375226774,4.703002623691958,10.787451345568792,18.745030278281874
46,0.001,0.7435780874175508,0.9186641779135687,1.7920733295889582,2.661388966007101,5.7115993013906605,11.828303862317838
47,0.001,0.5194901931532793,0.43010595136342555,0.7239720964781527,2.1789617245977144,7.598233837049527,11.451763802642098
48,0.001,0.7699182530739002,1.0578479636882339,2.0626231845272294,5.324412025986542,6.944161835508834,16.15996326278474
49,0.3353280067900798,0.7765216283995973,1.0716561274085985,0.8922535060601272,5.240326846601156,10.327122555420239,18.643208670679797
50,0.2931907020161104,0.40452160428997574,1.2008018858962568,0.9450821821632883,8.33177685931677,9.427205448393549,20.60257868207595
51,0.001,0.3755801366761045,1.0240764385790606,2.0009889398846523,4.352206757052676,6.695068729718041,14.448921001910534
52,0.001,0.548501140223921,0.98084467505777,1.4622545175948172,5.646904300063462,11.997864499679721,20.637369132619693
53,0.10234083106616149,0.33869093732233424,1.267591939072814,1.1285796960096275,2.728664645494327,11.540374031795919,17.106242080761184
54,0.001,0.46054004876276056,1.373501248599162,2.199528980202002,3.9678551919501164,13.885561858538498,21.88798732805254
55,0.47113065804535625,0.001,0.9084928358222297,2.079955168959519,2.5120770562868744,10.159631793147003,16.13228751226098
56,0.001,0.5643881696213098,1.5367128579348304,1.8517356784795733,5.743185641239412,14.463081350444249,24.160103697719375
57,0.21582340466072902,0.5921021957201871,1.4673690369505374,2.0335538890681195,5.316382030106692,11.097638738424681,20.722869294930945
58,0.001,0.5184127472633178,0.36646863123321494,0.9411817486742184,3.486936343713926,9.333214935504406,14.647214406389082
59,0.001,0.8204657191761451,1.5765163517514091,1.493511542628389,3.1266810770046423,8.22736293735586,15.245537627916445
60,0.001,0.42760251449268627,1.2434877759029208,0.9995076740850831,2.4482057073637424,13.221338304357506,18.34114197620194
61,0.001,0.28868516372685415,1.318623978089808,1.0482591342152285,1.4411893838090468,11.96486870306618,16.062626362907118
62,0.001,0.20503690430266625,0.8591973924467216,1.3294658872922052,3.1646253371755746,9.12578273648642,14.685108257703586
63,0.40600489372279663,0.964560865684146,0.5020673316321544,1.465080311966563,7.465859249695149,13.206434563436098,24.010007216136906
64,0.001,0.4640732475001086,0.5690384400606261,1.7533014192589789,7.698698845583264,13.71440655985474,24.20051851225772
65,0.001,0.5390922668096929,1.3722046074859537,0.8729541840905032,3.725510966439211,7.734880658412948,14.245642683238309
66,0.3205166560691918,0.39201649937512933,0.8521854308218105,1.0761658264525509,2.3479714313028195,5.344737776032846,10.333593620054348
67,0.001,0.503842173612799,0.9663266065797707,1.3495557575448567,7.870976720642842,12.525520812536929,23.217222070917195
68,0.9837674896593719,0.6724417299674157,1.2131435807072426,1.5057488134212949,7.643205188391658,12.421106014249734,24.439412816396718
69,0.4071549179022872,0.5677203489693777,1.7985110969288338,1.1020845222107307,1.8102472936262446,13.127417761968047,18.813135941605523
70,0.00837183269762002,0.29764586779100577,1.2719037244336098,1.321891561195442,7.80855769184422,5.60665570394096,16.315026381902857
71,0.07436046180396996,0.6036327022729187,0.966970179706758,1.4643864948707355,6.005007297600489,11.531721586774259,20.646078723029127
72,0.001,0.49434046016976396,1.1757080618199311,0.825166643578277,2.2056684179758856,7.126948841090734,11.82883242463459
73,0.001,0.6556175664319249,0.8855169083435412,1.6183484385173488,5.672884473242677,4.159640040496106,12.993007427031598
74,0.17324422693515065,0.5413022410120348,1.2210346315381313,1.4085335555551233,3.2708145221429867,9.035134948464304,15.65006412564773
75,0.001,0.5792760416128596,1.1218572714600747,1.6744635050482182,6.0200701901239375,10.074149234547205,19.470816242792296
76,0.001,0.8501659328625825,1.29404562991017,1.7027625838512124,7.146148735311112,5.307117137211705,16.301240019146782
77,0.2638849821023642,0.3858324886227109,1.796338206919029,0.8565820188543162,6.323431323328338,9.56972216806301,19.195791187889768
78,0.001,0.5791141055731838,0.8855130243404908,1.0624379324427702,6.4199568609273046,8.969636985156521,17.91765890844027
79,0.36028172827993077,0.35331708281338847,1.1230054133905634,1.287921309171034,7.594781464902506,10.022137465674621,20.741444464232046
80,0.5321395394896987,0.4177513439000775,0.825902642683755,1.0202202307354375,2.6450541129547482,17.65913374260513,23.100201612368846
81,0.3330717377990408,0.6550019340318902,0.784294269192276,1.7005458819138928,7.461078075512805,10.134336728651897,21.068328627101803
82,0.9140814329949881,0.7053952264976234,1.3325217668425056,1.111523381142655,3.7922074219896027,7.722021933907705,15.57775116337508
83,0.001,0.41607238013607684,0.9878293748366916,1.65711897793651,2.930705835810497,13.562014930513461,19.554741499233238
84,0.001,0.42744218009828944,0.2898160578405836,1.9174255339654103,2.579627428234186,9.490665448682819,14.705976648821288
85,0.6978519448860159,0.2778937460040187,0.7213822926561901,1.1311656463482378,4.802046250305724,11.156485043679798,18.786824923879983
86,0.001,0.44907596908681857,1.2012411441102078,1.7891598570135385,3.382520694734219,11.530662922962179,18.353660587906962
87,0.29447635764802405,0.4738423452412264,1.1448130830859127,2.12258870466112,3.6566915030855687,8.216624055180809,15.90903604890266
88,0.001,0.39193910179727376,0.6824423872166868,1.6765434264913053,4.2089210958914505,12.772978281417933,19.73382429281465
89,0.001,0.4452188861575995,1.3225238658786405,1.619196496276317,6.881324783830026,11.010302812120909,21.279566844263492
90,0.9572262858645996,0.40435863279486756,0.9672127240536736,1.7092326392154116,4.373422540797066,10.020410503704166,18.431863326429784
91,0.11135376600336577,0.6448976001239788,0.6063627296761145,1.296578871357054,6.198303675620499,9.353210795719276,18.210707438500286
92,0.001,0.2977085154419561,0.5952464230313337,0.9604672836639366,4.168970782209398,13.301501338819397,19.324894343166022
93,0.6036275974346661,0.33751427063114514,1.3535998572390668,1.75270843979628,6.1567538203985785,7.8059960726114355,18.010200058111174
94,0.5561765830558087,0.6027526816088165,0.8010534292580123,1.571405464945779,5.519189547549918,9.614108354382509,18.664686060800843
95,0.001,0.45008955914581994,1.633890727618228,1.5481654637562552,3.96478586329852,14.211341656857048,21.80927327067587
96,0.001,0.786707112469814,0.7538032557470817,0.7758365232848726,4.171060306550661,14.959242000496218,21.447649198548646
97,0.001,0.7320028156892492,0.8722284982830061,1.1059979280774033,2.4556523590950956,7.242374207490394,12.409255808635148
98,0.001,0.2510757262667387,1.1681579516124878,1.7755274991567953,5.856264671465243,13.198846213741778,22.25087206224304
99,0.09124715214185147,0.40711631700915624,1.0151545188923912,1.7744923278725053,1.4864189888421304,15.053294803418527,19.82772410817656
