arm,N,f,m,targets,seed,elec_idx,t_start,t_end,window,hits,size,list,r,cap,hits_mid,size_mid,list_mid,r_mid,cap_mid,leader_before,lb_was_target,leader_after,target_won,live
B_oracle,21,10,3,3;10;17,1,7,1786337566.741845134,1786337580.878616532,W1,3,3,17;10;3,0,9,3,3,17;10;3,0,9,13,0,6,0,1
B_oracle,21,10,3,3;10;17,1,8,1786337580.891069936,1786337595.031809741,W1,3,3,3;17;10,0,9,3,3,3;10;17,0,9,6,0,7,0,1
B_oracle,21,10,3,3;10;17,1,9,1786337595.038225843,1786337609.242162894,W1,3,3,3;10;17,0,9,3,3,3;10;17,0,9,7,0,4,0,1
B_oracle,21,10,3,3;10;17,1,10,1786337609.254495311,1786337623.505698029,W1,3,3,10;3;17,0,9,3,3,10;3;17,0,9,4,0,16,0,1
C_predictor,21,10,3,3;10;17,1,1,1786337642.249977168,1786337656.839349979,W1,3,3,3;17;10,0,9,3,3,3;10;17,0,9,16,0,20,0,1
C_predictor,21,10,3,3;10;17,1,2,1786337656.847276493,1786337671.191773806,W1,3,3,10;17;3,0,9,3,3,17;3;10,0,9,20,0,13,0,1
C_predictor,21,10,3,3;10;17,1,3,1786337671.208121975,1786337685.682324203,W1,3,3,17;10;3,0,9,3,3,17;10;3,0,9,13,0,12,0,1
C_predictor,21,10,3,3;10;17,1,4,1786337685.695666902,1786337700.164765425,W1,3,3,10;3;17,0,9,3,3,10;3;17,0,9,12,0,14,0,1
C_predictor,21,10,3,3;10;17,1,5,1786337700.170665899,1786337714.608420872,W1,3,3,3;10;17,0,9,3,3,10;17;3,0,9,14,0,18,0,1
C_predictor,21,10,3,3;10;17,1,6,1786337714.626609350,1786337728.980562458,W1,3,3,3;10;17,0,9,3,3,10;3;17,0,9,18,0,8,0,1
C_predictor,21,10,3,3;10;17,1,7,1786337728.989719509,1786337743.355523472,W1,3,3,3;10;17,0,9,3,3,10;3;17,0,9,8,0,6,0,1
C_predictor,21,10,3,3;10;17,1,8,1786337743.360527073,1786337757.673402434,W1,3,3,10;3;17,0,9,3,3,10;3;17,0,9,6,0,15,0,1
C_predictor,21,10,3,3;10;17,1,9,1786337757.686336281,1786337772.202958170,W1,3,3,10;17;3,0,9,3,3,3;17;10,0,9,15,0,21,0,1
C_predictor,21,10,3,3;10;17,1,10,1786337772.214123977,1786337786.707710960,W1,3,3,17;3;10,0,9,3,3,17;10;3,0,9,21,0,8,0,1
A_vanilla,21,10,3,3;10;17,2,1,1786337813.707707177,1786337827.978216773,W1,3,3,17;3;10,0,9,3,3,3;10;17,0,9,8,0,21,0,1
A_vanilla,21,10,3,3;10;17,2,2,1786337827.985580884,1786337842.391495996,W1,3,3,17;3;10,0,9,3,3,3;10;17,0,9,21,0,8,0,1
A_vanilla,21,10,3,3;10;17,2,3,1786337842.399661252,1786337856.761448737,W1,3,3,17;3;10,0,9,3,3,3;17;10,0,9,8,0,11,0,1
A_vanilla,21,10,3,3;10;17,2,4,1786337856.770940867,1786337871.184754894,W1,3,3,17;10;3,0,9,3,3,17;10;3,0,9,11,0,4,0,1
A_vanilla,21,10,3,3;10;17,2,5,1786337871.198848110,1786337885.413109962,W1,3,3,17;10;3,0,9,3,3,17;10;3,0,9,4,0,12,0,1
A_vanilla,21,10,3,3;10;17,2,6,1786337885.425345863,1786337899.687483386,W1,3,3,17;10;3,0,9,3,3,10;17;3,0,9,12,0,5,0,1
A_vanilla,21,10,3,3;10;17,2,7,1786337899.708907299,1786337914.049218675,W1,3,3,10;17;3,0,9,3,3,10;17;3,0,9,5,0,15,0,1
A_vanilla,21,10,3,3;10;17,2,8,1786337914.057463639,1786337928.407745560,W1,3,3,17;10;3,0,9,3,3,17;10;3,0,9,15,0,10,1,1
A_vanilla,21,10,3,3;10;17,2,9,1786337928.418102870,1786337942.713221847,W1,3,3,3;17;10,0,9,3,3,3;10;17,0,9,10,1,9,0,1
A_vanilla,21,10,3,3;10;17,2,10,1786337942.720162830,1786337956.988801663,W1,3,3,17;10;3,0,9,3,3,3;17;10,0,9,9,0,7,0,1
B_oracle,21,10,3,3;10;17,2,1,1786337979.263968366,1786337993.498700476,W1,3,3,17;3;10,0,9,3,3,3;10;17,0,9,7,0,12,0,1
B_oracle,21,10,3,3;10;17,2,2,1786337993.509178265,1786338007.676010488,W1,3,3,3;17;10,0,9,3,3,17;3;10,0,9,12,0,11,0,1
B_oracle,21,10,3,3;10;17,2,3,1786338007.681579876,1786338021.851492599,W1,3,3,17;3;10,0,9,3,3,17;3;10,0,9,11,0,7,0,1
B_oracle,21,10,3,3;10;17,2,4,1786338021.858686054,1786338035.963472637,W1,3,3,17;3;10,0,9,3,3,17;3;10,0,9,7,0,2,0,1
B_oracle,21,10,3,3;10;17,2,5,1786338035.971894962,1786338050.310593760,W1,3,3,17;3;10,0,9,3,3,17;3;10,0,9,2,0,20,0,1
B_oracle,21,10,3,3;10;17,2,6,1786338050.323796744,1786338064.745998189,W1,3,3,17;3;10,0,9,3,3,17;10;3,0,9,20,0,5,0,1
B_oracle,21,10,3,3;10;17,2,7,1786338064.753271428,1786338079.122741130,W1,3,3,17;10;3,0,9,3,3,3;10;17,0,9,5,0,16,0,1
B_oracle,21,10,3,3;10;17,2,8,1786338079.129804215,1786338093.386409833,W1,3,3,10;3;17,0,9,3,3,10;3;17,0,9,16,0,11,0,1
B_oracle,21,10,3,3;10;17,2,9,1786338093.391849121,1786338107.567149195,W1,3,3,10;3;17,0,9,3,3,10;17;3,0,9,11,0,7,0,1
B_oracle,21,10,3,3;10;17,2,10,1786338107.572728766,1786338121.788003302,W1,3,3,10;17;3,0,9,3,3,3;10;17,0,9,7,0,16,0,1
C_predictor,21,10,3,3;10;17,2,1,1786338143.150481585,1786338157.566632116,W1,3,3,3;17;10,0,9,3,3,17;3;10,0,9,16,0,5,0,1
C_predictor,21,10,3,3;10;17,2,2,1786338157.571651523,1786338171.939320456,W1,3,3,3;10;17,0,9,3,3,3;17;10,0,9,5,0,2,0,1
C_predictor,21,10,3,3;10;17,2,3,1786338171.945757212,1786338186.358048119,W1,3,3,10;3;17,0,9,3,3,10;3;17,0,9,2,0,6,0,1
C_predictor,21,10,3,3;10;17,2,4,1786338186.367398125,1786338201.062008067,W1,3,3,10;17;3,0,9,3,3,10;3;17,0,9,6,0,8,0,1
C_predictor,21,10,3,3;10;17,2,5,1786338201.075636808,1786338215.438020435,W1,3,3,3;10;17,0,9,3,3,17;10;3,0,9,8,0,9,0,1
C_predictor,21,10,3,3;10;17,2,6,1786338215.445161094,1786338229.831463637,W1,3,3,3;10;17,0,9,3,3,17;3;10,0,9,9,0,5,0,1
C_predictor,21,10,3,3;10;17,2,7,1786338229.838537189,1786338244.318239186,W1,3,3,3;17;10,0,9,3,3,3;17;10,0,9,5,0,20,0,1
C_predictor,21,10,3,3;10;17,2,8,1786338244.327051212,1786338258.853766325,W1,3,3,17;3;10,0,9,3,3,17;3;10,0,9,20,0,19,0,1
C_predictor,21,10,3,3;10;17,2,9,1786338258.861120860,1786338273.318276202,W1,3,3,17;3;10,0,9,3,3,17;3;10,0,9,19,0,20,0,1
C_predictor,21,10,3,3;10;17,2,10,1786338273.325650126,1786338287.624446334,W1,3,3,17;3;10,0,9,3,3,3;17;10,0,9,20,0,5,0,1
A_vanilla,21,10,3,3;10;17,3,1,1786338317.820666782,1786338332.001566321,W1,3,3,10;3;17,0,9,3,3,3;17;10,0,9,5,0,1,0,1
A_vanilla,21,10,3,3;10;17,3,2,1786338332.013275982,1786338346.210093304,W1,3,3,3;17;10,0,9,3,3,17;3;10,0,9,1,0,12,0,1
A_vanilla,21,10,3,3;10;17,3,3,1786338346.222223176,1786338360.423329235,W1,3,3,17;3;10,0,9,3,3,3;17;10,0,9,12,0,14,0,1
A_vanilla,21,10,3,3;10;17,3,4,1786338360.428442630,1786338374.636144184,W1,3,3,10;17;3,0,9,3,3,3;10;17,0,9,14,0,18,0,1
A_vanilla,21,10,3,3;10;17,3,5,1786338374.645795270,1786338388.862605006,W1,3,3,17;10;3,0,9,3,3,10;17;3,0,9,18,0,8,0,1
A_vanilla,21,10,3,3;10;17,3,6,1786338388.875899518,1786338403.196025106,W1,3,3,10;17;3,0,9,3,3,10;17;3,0,9,8,0,15,0,1
A_vanilla,21,10,3,3;10;17,3,7,1786338403.204182113,1786338417.451914255,W1,3,3,10;3;17,0,9,3,3,17;3;10,0,9,15,0,4,0,1
A_vanilla,21,10,3,3;10;17,3,8,1786338417.467817402,1786338431.723843528,W1,3,3,3;10;17,0,9,3,3,3;17;10,0,9,4,0,16,0,1
A_vanilla,21,10,3,3;10;17,3,9,1786338431.730900513,1786338445.977367352,W1,3,3,10;3;17,0,9,3,3,17;3;10,0,9,16,0,5,0,1
A_vanilla,21,10,3,3;10;17,3,10,1786338445.983699546,1786338460.250331881,W1,3,3,17;10;3,0,9,3,3,3;17;10,0,9,5,0,1,0,1
B_oracle,21,10,3,3;10;17,3,1,1786338486.633354286,1786338501.145197566,W1,3,3,17;3;10,0,9,3,3,17;3;10,0,9,1,0,16,0,1
B_oracle,21,10,3,3;10;17,3,2,1786338501.154349419,1786338515.389282501,W1,3,3,3;17;10,0,9,3,3,3;17;10,0,9,16,0,13,0,1
B_oracle,21,10,3,3;10;17,3,3,1786338515.396105940,1786338529.648718497,W1,3,3,3;17;10,0,9,3,3,3;17;10,0,9,13,0,18,0,1
B_oracle,21,10,3,3;10;17,3,4,1786338529.665025919,1786338544.121278172,W1,3,3,3;10;17,0,9,3,3,10;17;3,0,9,18,0,21,0,1
B_oracle,21,10,3,3;10;17,3,5,1786338544.132022180,1786338558.515881462,W1,3,3,3;10;17,0,9,3,3,3;10;17,0,9,21,0,12,0,1
B_oracle,21,10,3,3;10;17,3,6,1786338558.530261598,1786338572.846338777,W1,3,3,3;17;10,0,9,3,3,3;10;17,0,9,12,0,1,0,1
B_oracle,21,10,3,3;10;17,3,7,1786338572.854542961,1786338587.148229689,W1,3,3,17;3;10,0,9,3,3,17;3;10,0,9,1,0,21,0,1
B_oracle,21,10,3,3;10;17,3,8,1786338587.158154203,1786338601.373366166,W1,3,3,17;3;10,0,9,3,3,17;3;10,0,9,21,0,13,0,1
B_oracle,21,10,3,3;10;17,3,9,1786338601.383203214,1786338615.547611750,W1,3,3,17;10;3,0,9,3,3,17;10;3,0,9,13,0,6,0,1
B_oracle,21,10,3,3;10;17,3,10,1786338615.562611385,1786338629.744207452,W1,3,3,17;10;3,0,9,3,3,17;10;3,0,9,6,0,1,0,1
C_predictor,21,10,3,3;10;17,3,1,1786338654.665672754,1786338669.090079713,W1,3,3,17;3;10,0,9,3,3,17;3;10,0,9,1,0,4,0,1
C_predictor,21,10,3,3;10;17,3,2,1786338669.102812496,1786338683.540419623,W1,3,3,10;3;17,0,9,3,3,17;10;3,0,9,4,0,6,0,1
C_predictor,21,10,3,3;10;17,3,3,1786338683.549350162,1786338698.069681313,W1,3,3,10;3;17,0,9,3,3,3;10;17,0,9,6,0,11,0,1
C_predictor,21,10,3,3;10;17,3,4,1786338698.078936248,1786338712.592984488,W1,3,3,17;3;10,0,9,3,3,17;3;10,0,9,11,0,6,0,1
C_predictor,21,10,3,3;10;17,3,5,1786338712.598297223,1786338726.910125357,W1,3,3,3;10;17,0,9,3,3,3;10;17,0,9,6,0,19,0,1
C_predictor,21,10,3,3;10;17,3,6,1786338726.920347942,1786338741.263663909,W1,3,3,3;10;17,0,9,3,3,17;10;3,0,9,19,0,11,0,1
C_predictor,21,10,3,3;10;17,3,7,1786338741.267990970,1786338755.787095253,W1,3,3,17;10;3,0,9,3,3,17;3;10,0,9,11,0,2,0,1
C_predictor,21,10,3,3;10;17,3,8,1786338755.799916564,1786338770.141965910,W1,3,3,17;3;10,0,9,3,3,17;3;10,0,9,2,0,19,0,1
C_predictor,21,10,3,3;10;17,3,9,1786338770.147639276,1786338784.567541645,W1,3,3,3;17;10,0,9,3,3,17;3;10,0,9,19,0,11,0,1
C_predictor,21,10,3,3;10;17,3,10,1786338784.576160102,1786338799.031473108,W1,3,3,3;10;17,0,9,3,3,3;17;10,0,9,11,0,8,0,1
A_vanilla,21,10,3,3;10;17,4,1,1786338833.663125036,1786338847.897775136,W1,3,3,17;3;10,0,9,3,3,17;3;10,0,9,8,0,4,0,1
A_vanilla,21,10,3,3;10;17,4,2,1786338847.904436607,1786338862.214181272,W1,3,3,17;3;10,0,9,3,3,17;3;10,0,9,4,0,17,1,1
A_vanilla,21,10,3,3;10;17,4,3,1786338862.223606119,1786338876.552392856,W1,3,3,17;3;10,0,9,3,3,17;3;10,0,9,17,1,8,0,1
A_vanilla,21,10,3,3;10;17,4,4,1786338876.565906858,1786338890.929187037,W1,3,3,17;3;10,0,9,3,3,3;10;17,0,9,8,0,1,0,1
A_vanilla,21,10,3,3;10;17,4,5,1786338890.937031314,1786338905.148887396,W1,3,3,17;10;3,0,9,3,3,3;10;17,0,9,1,0,15,0,1
A_vanilla,21,10,3,3;10;17,4,6,1786338905.161600769,1786338919.356828434,W1,3,3,3;10;17,0,9,3,3,3;10;17,0,9,15,0,9,0,1
A_vanilla,21,10,3,3;10;17,4,7,1786338919.368953455,1786338933.603178200,W1,3,3,3;10;17,0,9,3,3,3;17;10,0,9,9,0,6,0,1
A_vanilla,21,10,3,3;10;17,4,8,1786338933.609650381,1786338947.819739449,W1,3,3,3;17;10,0,9,3,3,3;17;10,0,9,6,0,1,0,1
A_vanilla,21,10,3,3;10;17,4,9,1786338947.831174095,1786338962.227467362,W1,3,3,3;10;17,0,9,3,3,10;17;3,0,9,1,0,20,0,1
A_vanilla,21,10,3,3;10;17,4,10,1786338962.237621029,1786338976.582877894,W1,3,3,3;10;17,0,9,3,3,3;17;10,0,9,20,0,9,0,1
B_oracle,21,10,3,3;10;17,4,1,1786339005.399674769,1786339019.653300758,W1,3,3,10;3;17,0,9,3,3,17;10;3,0,9,9,0,1,0,1
B_oracle,21,10,3,3;10;17,4,2,1786339019.659452760,1786339033.915076735,W1,3,3,10;17;3,0,9,3,3,17;3;10,0,9,1,0,2,0,1
B_oracle,21,10,3,3;10;17,4,3,1786339033.920658265,1786339048.150995197,W1,3,3,17;10;3,0,9,3,3,10;17;3,0,9,2,0,19,0,1
B_oracle,21,10,3,3;10;17,4,4,1786339048.159907345,1786339062.395588590,W1,3,3,17;3;10,0,9,3,3,17;10;3,0,9,19,0,12,0,1
B_oracle,21,10,3,3;10;17,4,5,1786339062.402001230,1786339076.710224305,W1,3,3,3;17;10,0,9,3,3,17;3;10,0,9,12,0,4,0,1
B_oracle,21,10,3,3;10;17,4,6,1786339076.718610164,1786339090.883599234,W1,3,3,10;3;17,0,9,3,3,3;10;17,0,9,4,0,8,0,1
B_oracle,21,10,3,3;10;17,4,7,1786339090.892537112,1786339104.999337718,W1,3,3,3;17;10,0,9,3,3,3;17;10,0,9,8,0,6,0,1
B_oracle,21,10,3,3;10;17,4,8,1786339105.011341425,1786339119.133585372,W1,3,3,3;17;10,0,9,3,3,3;10;17,0,9,6,0,7,0,1
B_oracle,21,10,3,3;10;17,4,9,1786339119.141842487,1786339133.266153710,W1,3,3,17;3;10,0,9,3,3,3;17;10,0,9,7,0,13,0,1
B_oracle,21,10,3,3;10;17,4,10,1786339133.271725442,1786339147.435722028,W1,3,3,17;3;10,0,9,3,3,17;3;10,0,9,13,0,1,0,1
C_predictor,21,10,3,3;10;17,4,1,1786339173.507656473,1786339187.787998240,W1,3,3,10;3;17,0,9,3,3,17;3;10,0,9,1,0,2,0,1
C_predictor,21,10,3,3;10;17,4,2,1786339187.798771934,1786339202.092101238,W1,3,3,17;3;10,0,9,3,3,17;3;10,0,9,2,0,16,0,1
C_predictor,21,10,3,3;10;17,4,3,1786339202.097244658,1786339216.299784737,W1,3,3,17;3;10,0,9,3,3,3;17;10,0,9,16,0,5,0,1
C_predictor,21,10,3,3;10;17,4,4,1786339216.318358715,1786339230.609435260,W1,3,3,3;17;10,0,9,3,3,3;10;17,0,9,5,0,16,0,1
C_predictor,21,10,3,3;10;17,4,5,1786339230.618843901,1786339245.011315581,W1,3,3,3;17;10,0,9,3,3,3;10;17,0,9,16,0,15,0,1
C_predictor,21,10,3,3;10;17,4,6,1786339245.018369190,1786339259.309146690,W1,3,3,3;10;17,0,9,3,3,17;3;10,0,9,15,0,16,0,1
C_predictor,21,10,3,3;10;17,4,7,1786339259.315403792,1786339273.607495737,W1,3,3,17;3;10,0,9,3,3,17;3;10,0,9,16,0,14,0,1
C_predictor,21,10,3,3;10;17,4,8,1786339273.612293285,1786339287.869709729,W1,3,3,3;17;10,0,9,3,3,3;17;10,0,9,14,0,21,0,1
C_predictor,21,10,3,3;10;17,4,9,1786339287.874940323,1786339302.185132062,W1,3,3,3;17;10,0,9,3,3,17;3;10,0,9,21,0,2,0,1
C_predictor,21,10,3,3;10;17,4,10,1786339302.194130104,1786339316.405460125,W1,3,3,3;17;10,0,9,3,3,3;17;10,0,9,2,0,20,0,1
