2026.08.25-08:15:43.903 info  [caliper] [cli-launch-manager] 	Binding specification is present, performing binding for "fabric:fabric-gateway"
2026.08.25-08:15:50.190 info  [caliper] [cli-launch-worker] 	Set benchmark configuration path: /hyperledger/caliper/workspace/benchmarks/belowceiling-sweep.yaml
2026.08.25-08:15:50.190 info  [caliper] [cli-launch-worker] 	Set workspace path: /hyperledger/caliper/workspace
2026.08.25-08:15:50.189 info  [caliper] [cli-launch-worker] 	Worker is a locally forked process, skipping the binding step, already performed by the manager process
2026.08.25-08:15:50.190 info  [caliper] [cli-launch-worker] 	Set benchmark configuration path: /hyperledger/caliper/workspace/benchmarks/belowceiling-sweep.yaml
2026.08.25-08:15:50.190 info  [caliper] [cli-launch-worker] 	Set workspace path: /hyperledger/caliper/workspace
2026.08.25-08:15:50.190 info  [caliper] [cli-launch-worker] 	Set benchmark configuration path: /hyperledger/caliper/workspace/benchmarks/belowceiling-sweep.yaml
2026.08.25-08:15:50.190 info  [caliper] [cli-launch-worker] 	Set network configuration path: /hyperledger/caliper/workspace/networks/fabric-5node.yaml
2026.08.25-08:15:50.190 info  [caliper] [cli-launch-worker] 	Set network configuration path: /hyperledger/caliper/workspace/networks/fabric-5node.yaml
2026.08.25-08:15:50.190 info  [caliper] [cli-launch-worker] 	Set workspace path: /hyperledger/caliper/workspace
2026.08.25-08:15:50.190 info  [caliper] [cli-launch-worker] 	Set SUT type: fabric
2026.08.25-08:15:50.190 info  [caliper] [cli-launch-worker] 	Set SUT type: fabric
2026.08.25-08:15:50.190 info  [caliper] [cli-launch-worker] 	Set benchmark configuration path: /hyperledger/caliper/workspace/benchmarks/belowceiling-sweep.yaml
2026.08.25-08:15:50.190 info  [caliper] [cli-launch-worker] 	Set network configuration path: /hyperledger/caliper/workspace/networks/fabric-5node.yaml
2026.08.25-08:15:50.190 info  [caliper] [cli-launch-worker] 	Set SUT type: fabric
2026.08.25-08:15:50.190 info  [caliper] [cli-launch-worker] 	Set network configuration path: /hyperledger/caliper/workspace/networks/fabric-5node.yaml
2026.08.25-08:15:50.191 info  [caliper] [cli-launch-worker] 	Set SUT type: fabric
2026.08.25-08:15:50.204 info  [caliper] [worker-orchestrator] 	4 workers connected, progressing to worker assignment phase.
2026.08.25-08:15:50.205 info  [caliper] [worker-orchestrator] 	Workers currently unassigned, awaiting index assignment...
2026.08.25-08:15:50.205 info  [caliper] [worker-orchestrator] 	Waiting for 4 workers to be assigned...
2026.08.25-08:15:50.217 info  [caliper] [worker-orchestrator] 	4 workers assigned, progressing to worker initialization phase.
2026.08.25-08:15:50.217 info  [caliper] [worker-orchestrator] 	Waiting for 4 workers to be ready...
2026.08.25-08:15:50.217 info  [caliper] [worker-message-handler] 	Initializing Worker#0...
2026.08.25-08:15:50.217 info  [caliper] [worker-message-handler] 	Initializing Worker#1...
2026.08.25-08:15:50.217 info  [caliper] [worker-message-handler] 	Initializing Worker#3...
2026.08.25-08:15:50.217 info  [caliper] [worker-message-handler] 	Initializing Worker#2...
2026.08.25-08:15:50.526 info  [caliper] [FabricConnectorFactory] 	Initializing peer gateway connector compatible with installed fabric-gateway SDK: 1.5.0
2026.08.25-08:15:50.534 info  [caliper] [FabricConnectorFactory] 	Initializing peer gateway connector compatible with installed fabric-gateway SDK: 1.5.0
2026.08.25-08:15:50.536 info  [caliper] [FabricConnectorFactory] 	Initializing peer gateway connector compatible with installed fabric-gateway SDK: 1.5.0
2026.08.25-08:15:50.543 info  [caliper] [FabricConnectorFactory] 	Initializing peer gateway connector compatible with installed fabric-gateway SDK: 1.5.0
2026.08.25-08:15:50.573 info  [caliper] [IdentityManager] 	Adding User1 (admin=false) as User1 for organization Org1MSP
2026.08.25-08:15:50.573 info  [caliper] [IdentityManager] 	Adding User1 (admin=false) as User1 for organization Org1MSP
2026.08.25-08:15:50.574 info  [caliper] [IdentityManager] 	Adding User1 (admin=false) as User1 for organization Org1MSP
2026.08.25-08:15:50.587 info  [caliper] [IdentityManager] 	Adding User1 (admin=false) as _Org2MSP_User1 for organization Org2MSP
2026.08.25-08:15:50.587 info  [caliper] [IdentityManager] 	Adding User1 (admin=false) as _Org2MSP_User1 for organization Org2MSP
2026.08.25-08:15:50.589 info  [caliper] [IdentityManager] 	Adding User1 (admin=false) as _Org2MSP_User1 for organization Org2MSP
2026.08.25-08:15:50.591 info  [caliper] [IdentityManager] 	Adding User1 (admin=false) as User1 for organization Org1MSP
2026.08.25-08:15:50.593 info  [caliper] [worker-message-handler] 	Worker#0 initialized
2026.08.25-08:15:50.593 info  [caliper] [worker-message-handler] 	Worker#3 initialized
2026.08.25-08:15:50.596 info  [caliper] [worker-message-handler] 	Worker#2 initialized
2026.08.25-08:15:50.627 info  [caliper] [IdentityManager] 	Adding User1 (admin=false) as _Org2MSP_User1 for organization Org2MSP
2026.08.25-08:15:50.632 info  [caliper] [worker-message-handler] 	Worker#1 initialized
2026.08.25-08:15:50.633 info  [caliper] [worker-orchestrator] 	4 workers ready, progressing to test preparation phase.
2026.08.25-08:15:50.633 info  [caliper] [round-orchestrator] 	Started round 1 (rate-100)
2026.08.25-08:15:50.633 info  [caliper] [worker-message-handler] 	Preparing Worker#0 for Round#0
2026.08.25-08:15:50.634 info  [caliper] [worker-message-handler] 	Preparing Worker#1 for Round#0
2026.08.25-08:15:50.634 info  [caliper] [worker-message-handler] 	Preparing Worker#2 for Round#0
2026.08.25-08:15:50.634 info  [caliper] [worker-message-handler] 	Preparing Worker#3 for Round#0
2026.08.25-08:15:50.683 info  [caliper] [connectors/peer-gateway/PeerGateway] 	Generating contract map for user User1
2026.08.25-08:15:50.683 info  [caliper] [connectors/peer-gateway/PeerGateway] 	Generating contract map for user User1
2026.08.25-08:15:50.684 info  [caliper] [connectors/peer-gateway/PeerGateway] 	Generating contract map for user User1
2026.08.25-08:15:50.685 info  [caliper] [connectors/peer-gateway/PeerGateway] 	Generating contract map for user User1
2026.08.25-08:15:50.693 info  [caliper] [connectors/peer-gateway/PeerGateway] 	Generating contract map for user _Org2MSP_User1
2026.08.25-08:15:50.693 info  [caliper] [connectors/peer-gateway/PeerGateway] 	Generating contract map for user _Org2MSP_User1
2026.08.25-08:15:50.693 info  [caliper] [caliper-worker] 	Info: worker 1 prepare test phase for round 0 is starting...
2026.08.25-08:15:50.693 info  [caliper] [caliper-worker] 	Info: worker 3 prepare test phase for round 0 is starting...
2026.08.25-08:15:50.693 info  [caliper] [connectors/peer-gateway/PeerGateway] 	Generating contract map for user _Org2MSP_User1
2026.08.25-08:15:50.693 info  [caliper] [caliper-worker] 	Info: worker 0 prepare test phase for round 0 is starting...
2026.08.25-08:15:50.695 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gateway for user User1
2026.08.25-08:15:50.695 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gateway for user _Org2MSP_User1
2026.08.25-08:15:50.695 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gateway for user User1
2026.08.25-08:15:50.695 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gRpc client at peer peer0.org1.example.com
2026.08.25-08:15:50.695 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gateway for user _Org2MSP_User1
2026.08.25-08:15:50.695 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gateway for user User1
2026.08.25-08:15:50.695 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gRpc client at peer peer0.org1.example.com
2026.08.25-08:15:50.695 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gateway for user _Org2MSP_User1
2026.08.25-08:15:50.695 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gRpc client at peer peer0.org1.example.com
2026.08.25-08:15:50.695 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gRpc client at peer peer0.org2.example.com
2026.08.25-08:15:50.695 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gRpc client at peer peer0.org2.example.com
2026.08.25-08:15:50.696 info  [caliper] [caliper-worker] 	Info: worker 3 prepare test phase for round 0 is completed
2026.08.25-08:15:50.696 info  [caliper] [worker-message-handler] 	Worker#3 prepared for Round#0
2026.08.25-08:15:50.696 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gRpc client at peer peer0.org2.example.com
2026.08.25-08:15:50.696 info  [caliper] [caliper-worker] 	Info: worker 0 prepare test phase for round 0 is completed
2026.08.25-08:15:50.696 info  [caliper] [caliper-worker] 	Info: worker 1 prepare test phase for round 0 is completed
2026.08.25-08:15:50.696 info  [caliper] [worker-message-handler] 	Worker#0 prepared for Round#0
2026.08.25-08:15:50.696 info  [caliper] [worker-message-handler] 	Worker#1 prepared for Round#0
2026.08.25-08:15:50.696 info  [caliper] [connectors/peer-gateway/PeerGateway] 	Generating contract map for user _Org2MSP_User1
2026.08.25-08:15:50.697 info  [caliper] [caliper-worker] 	Info: worker 2 prepare test phase for round 0 is starting...
2026.08.25-08:15:50.698 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gateway for user User1
2026.08.25-08:15:50.698 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gateway for user _Org2MSP_User1
2026.08.25-08:15:50.698 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gRpc client at peer peer0.org1.example.com
2026.08.25-08:15:50.699 info  [caliper] [connectors/peer-gateway/PeerGateway] 	disconnecting gRpc client at peer peer0.org2.example.com
2026.08.25-08:15:50.699 info  [caliper] [caliper-worker] 	Info: worker 2 prepare test phase for round 0 is completed
2026.08.25-08:15:50.699 info  [caliper] [worker-message-handler] 	Worker#2 prepared for Round#0
2026.08.25-08:15:50.699 info  [caliper] [worker-orchestrator] 	4 workers prepared, progressing to test phase.
2026.08.25-08:15:50.699 info  [caliper] [round-orchestrator] 	Monitors successfully started
2026.08.25-08:15:50.700 info  [caliper] [worker-message-handler] 	Worker#0 is starting Round#0
2026.08.25-08:15:50.700 info  [caliper] [worker-message-handler] 	Worker#2 is starting Round#0
2026.08.25-08:15:50.700 info  [caliper] [worker-message-handler] 	Worker#3 is starting Round#0
2026.08.25-08:15:50.701 info  [caliper] [worker-message-handler] 	Worker#1 is starting Round#0
2026.08.25-08:15:50.706 info  [caliper] [connectors/peer-gateway/PeerGateway] 	Generating contract map for user User1
2026.08.25-08:15:50.706 info  [caliper] [connectors/peer-gateway/PeerGateway] 	Generating contract map for user User1
2026.08.25-08:15:50.706 info  [caliper] [connectors/peer-gateway/PeerGateway] 	Generating contract map for user User1
2026.08.25-08:15:50.706 info  [caliper] [connectors/peer-gateway/PeerGateway] 	Generating contract map for user User1
2026.08.25-08:15:50.711 info  [caliper] [connectors/peer-gateway/PeerGateway] 	Generating contract map for user _Org2MSP_User1
2026.08.25-08:15:50.711 info  [caliper] [connectors/peer-gateway/PeerGateway] 	Generating contract map for user _Org2MSP_User1
2026.08.25-08:15:50.711 info  [caliper] [connectors/peer-gateway/PeerGateway] 	Generating contract map for user _Org2MSP_User1
2026.08.25-08:15:50.711 info  [caliper] [connectors/peer-gateway/PeerGateway] 	Generating contract map for user _Org2MSP_User1
2026.08.25-08:15:50.712 info  [caliper] [caliper-worker] 	Worker #3 starting workload loop
2026.08.25-08:15:50.712 info  [caliper] [caliper-worker] 	Worker #1 starting workload loop
2026.08.25-08:15:50.712 info  [caliper] [caliper-worker] 	Worker #0 starting workload loop
2026.08.25-08:15:50.712 info  [caliper] [caliper-worker] 	Worker #2 starting workload loop
2026.08.25-08:15:55.708 info  [caliper] [default-observer] 	[rate-100 Round 0 Transaction Info] - Submitted: 401 Succ: 0 Fail:0 Unfinished:401
2026.08.25-08:16:00.702 info  [caliper] [default-observer] 	[rate-100 Round 0 Transaction Info] - Submitted: 903 Succ: 100 Fail:0 Unfinished:803
2026.08.25-08:16:05.702 info  [caliper] [default-observer] 	[rate-100 Round 0 Transaction Info] - Submitted: 1404 Succ: 210 Fail:0 Unfinished:1194
2026.08.25-08:16:10.702 info  [caliper] [default-observer] 	[rate-100 Round 0 Transaction Info] - Submitted: 1904 Succ: 260 Fail:0 Unfinished:1644
2026.08.25-08:16:15.703 info  [caliper] [default-observer] 	[rate-100 Round 0 Transaction Info] - Submitted: 2404 Succ: 300 Fail:0 Unfinished:2104
2026.08.25-08:16:20.704 info  [caliper] [default-observer] 	[rate-100 Round 0 Transaction Info] - Submitted: 2904 Succ: 440 Fail:0 Unfinished:2464
2026.08.25-08:16:25.705 info  [caliper] [default-observer] 	[rate-100 Round 0 Transaction Info] - Submitted: 3004 Succ: 610 Fail:0 Unfinished:2394
2026.08.25-08:16:30.706 info  [caliper] [default-observer] 	[rate-100 Round 0 Transaction Info] - Submitted: 3004 Succ: 721 Fail:0 Unfinished:2283
2026.08.25-08:16:35.707 info  [caliper] [default-observer] 	[rate-100 Round 0 Transaction Info] - Submitted: 3004 Succ: 777 Fail:0 Unfinished:2227
2026.08.25-08:16:40.707 info  [caliper] [default-observer] 	[rate-100 Round 0 Transaction Info] - Submitted: 3004 Succ: 869 Fail:0 Unfinished:2135
2026.08.25-08:16:45.708 info  [caliper] [default-observer] 	[rate-100 Round 0 Transaction Info] - Submitted: 3004 Succ: 919 Fail:0 Unfinished:2085
2026.08.25-08:16:45.777 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w2_r0_77_1787645753752,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:45.777 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w0_r0_77_1787645753752,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:45.854 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w3_r0_79_1787645753831,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:45.894 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w0_r0_80_1787645753872,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:45.932 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w0_r0_81_1787645753911,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:45.934 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w3_r0_81_1787645753912,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:45.934 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w1_r0_81_1787645753913,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:45.969 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w3_r0_82_1787645753951,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:45.971 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w1_r0_82_1787645753953,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:46.011 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w3_r0_83_1787645753991,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:46.093 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w2_r0_85_1787645754072,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:46.132 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w3_r0_86_1787645754112,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:46.171 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w0_r0_87_1787645754151,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:46.212 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w2_r0_88_1787645754192,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:46.212 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w1_r0_88_1787645754192,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:46.253 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w1_r0_89_1787645754232,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:46.332 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w0_r0_91_1787645754312,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:46.332 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w2_r0_91_1787645754311,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:46.411 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w1_r0_93_1787645754392,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:46.411 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w3_r0_93_1787645754391,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:46.570 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w3_r0_97_1787645754551,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:47.910 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w0_r0_94_1787645754430,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:47.916 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w1_r0_75_1787645753671,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:48.850 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w0_r0_79_1787645753831,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer4.example.com:11050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:49.010 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w2_r0_83_1787645753992,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer5.example.com:12050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:49.049 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w3_r0_84_1787645754031,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer6.example.com:13050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:49.089 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w0_r0_85_1787645754071,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer5.example.com:12050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:49.089 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w3_r0_85_1787645754071,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer6.example.com:13050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:49.250 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w0_r0_89_1787645754231,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
-  orderer4.example.com:11050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
-  orderer3.example.com:10050:rpc error: code = DeadlineExceeded desc = context deadline exceeded
2026.08.25-08:16:49.300 error [caliper] [connectors/peer-gateway/PeerGateway] 	Failed to perform submit transaction [CreateAsset] using arguments [bench_w2_r0_90_1787645754272,red,100,alice,42],  with error: SubmitError: 14 UNAVAILABLE: no orderers could successfully process transaction
Details:
